,F_1,F_2,F_3,F_4,F_5,F_6,F_7,F_8,F_9,F_10,F_11,F_12,F_13,F_14,F_15,F_16,F_17,F_18,F_19,F_20,target_cls,target_reg
1821,4,5,7,4,4,7,11,3,2,6,9,8,8,11,1,8,21.98,2.5,3.35,32.099999999999994,23,8.799999999999999
1822,4,6,5,5,5,6,7,5,6,7,4,7,4,7,6,5,15.700000000000001,7.5,4.0200000000000005,52.8,4,6.75
1823,2,5,3,3,1,4,8,4,7,11,9,12,1,9,2,7,9.42,8.75,3.35,42.3,3,5.9
1824,3,8,5,6,5,8,8,6,4,6,6,8,3,7,6,4,15.700000000000001,5.0,5.36,63.599999999999994,1,7.809999999999999
1825,3,1,4,1,1,7,8,6,8,7,10,8,3,10,1,8,12.56,10.0,0.67,61.49999999999999,21,5.720000000000001
1826,3,7,5,5,2,7,12,3,4,6,12,8,2,10,1,8,15.700000000000001,5.0,4.69,32.699999999999996,22,8.229999999999999
1827,5,7,7,5,5,8,7,3,6,10,6,9,3,8,3,8,21.98,7.5,4.69,32.699999999999996,8,7.829999999999998
1828,4,9,4,7,6,6,8,8,5,7,5,7,2,8,7,10,12.56,6.25,6.03,84.3,2,7.84
1829,4,11,6,8,2,7,15,1,6,7,11,8,0,8,0,8,18.84,7.5,7.37,13.5,20,9.110000000000001
1830,3,5,5,3,3,7,8,3,5,10,6,6,2,8,5,8,15.700000000000001,6.25,3.35,32.099999999999994,2,6.18
1831,5,10,7,8,7,7,7,6,7,7,6,8,6,8,4,8,21.98,8.75,6.7,64.19999999999999,8,9.139999999999999
1832,6,10,7,8,3,10,6,2,9,15,3,8,0,7,0,8,21.98,11.25,6.7,23.4,10,7.139999999999999
1833,6,10,9,8,9,6,8,3,5,8,7,7,9,8,8,4,28.26,6.25,6.7,33.599999999999994,14,10.819999999999999
1834,8,9,10,8,12,7,8,5,5,7,7,7,5,10,11,10,31.400000000000002,6.25,6.03,53.7,19,12.030000000000003
1835,6,10,6,6,2,6,9,3,8,13,6,5,2,9,4,5,18.84,10.0,6.7,33.599999999999994,20,7.669999999999998
1836,4,7,4,5,2,4,7,6,7,9,8,15,1,8,3,8,12.56,8.75,4.69,63.3,3,7.119999999999997
1837,4,10,6,8,4,8,8,4,2,7,8,8,8,9,0,8,18.84,2.5,6.7,43.8,23,8.9
1838,4,10,6,8,4,7,6,9,5,7,4,8,3,8,3,8,18.84,6.25,6.7,94.8,15,7.469999999999997
1839,4,11,6,8,4,7,8,3,9,6,5,6,4,10,8,6,18.84,11.25,7.37,33.9,24,9.04
1840,1,0,2,0,0,8,8,4,6,5,6,7,0,8,7,8,6.28,7.5,0.0,40.8,19,4.3100000000000005
1841,5,8,7,6,7,7,8,6,4,8,6,8,4,10,8,11,21.98,5.0,5.36,63.599999999999994,6,9.469999999999999
1842,5,10,7,8,4,7,7,1,8,10,6,8,3,8,4,7,21.98,10.0,6.7,13.2,24,8.39
1843,5,7,6,5,6,7,8,6,4,8,6,8,3,10,8,11,18.84,5.0,4.69,63.3,6,8.8
1844,3,9,5,7,4,9,3,2,2,7,2,8,2,6,3,6,15.700000000000001,2.5,6.03,23.099999999999998,1,5.919999999999998
1845,2,1,3,2,2,5,11,3,5,11,9,5,1,10,3,6,9.42,6.25,0.67,30.9,6,5.379999999999999
1846,7,9,10,7,8,6,8,2,6,10,8,8,4,10,4,7,31.400000000000002,7.5,6.03,23.099999999999998,8,10.159999999999998
1847,2,3,3,2,2,6,10,6,2,11,5,4,1,9,2,9,9.42,2.5,2.0100000000000002,62.099999999999994,16,4.5600000000000005
1848,4,6,6,9,9,9,7,6,1,7,6,9,10,9,5,7,18.84,1.25,4.0200000000000005,62.99999999999999,17,9.999999999999996
1849,2,3,3,2,2,8,7,3,8,6,6,6,2,8,6,8,9.42,10.0,2.0100000000000002,31.499999999999996,24,5.34
1850,6,11,9,8,12,8,8,4,4,6,7,8,10,6,8,8,28.26,5.0,7.37,44.099999999999994,21,11.56
1851,3,4,5,3,2,8,9,2,7,13,5,5,2,9,3,8,15.700000000000001,8.75,2.68,21.599999999999998,6,5.84
1852,5,9,8,7,4,7,8,1,8,10,7,8,3,8,4,7,25.12,10.0,6.03,12.899999999999999,24,8.57
1853,4,10,6,8,3,10,3,2,3,9,1,8,2,7,4,9,18.84,3.75,6.7,23.4,1,6.710000000000001
1854,3,4,5,3,3,9,11,3,2,5,9,7,6,10,0,8,15.700000000000001,2.5,2.68,31.799999999999997,23,7.559999999999999
1855,8,9,6,4,3,8,8,5,4,12,3,6,5,9,4,8,18.84,5.0,6.03,53.7,16,7.889999999999999
1856,2,4,4,3,2,9,7,2,6,10,3,6,2,7,3,10,12.56,7.5,2.68,21.599999999999998,18,4.84
1857,6,8,9,7,10,8,7,4,5,7,6,7,12,8,6,4,28.26,6.25,5.36,43.199999999999996,13,10.6
1858,6,9,8,8,10,8,7,4,3,7,6,7,10,8,6,5,25.12,3.75,6.03,43.5,13,10.5
1859,5,7,8,5,6,5,9,3,6,10,9,9,3,9,3,6,25.12,7.5,4.69,32.699999999999996,8,8.589999999999998
1860,5,10,7,8,3,8,10,3,2,6,12,8,2,11,0,8,21.98,2.5,6.7,33.599999999999994,25,9.65
1861,4,2,6,3,3,9,11,3,2,5,9,8,8,11,2,8,18.84,2.5,1.34,31.2,23,8.46
1862,3,10,4,7,1,0,1,5,6,0,0,7,0,8,0,8,12.56,7.5,6.7,54.0,12,2.9699999999999993
1863,4,11,4,8,5,8,7,12,1,6,6,7,5,8,0,9,12.56,1.25,7.37,125.69999999999999,14,7.73
1864,2,5,4,4,2,7,8,2,9,11,6,8,1,8,6,8,12.56,11.25,3.35,21.9,26,6.209999999999999
1865,2,3,2,2,1,5,8,5,6,11,9,11,1,9,3,8,6.28,7.5,2.0100000000000002,51.9,3,5.519999999999998
1866,2,5,3,4,2,6,7,5,5,9,7,10,2,9,4,10,9.42,6.25,3.35,52.5,7,6.17
1867,10,15,8,8,5,9,7,7,5,10,2,9,7,5,6,10,25.12,6.25,10.05,75.89999999999999,18,10.21
1868,4,5,5,4,3,6,7,5,6,9,7,10,2,8,4,9,15.700000000000001,7.5,3.35,52.5,7,6.720000000000001
1869,1,0,1,1,0,7,7,5,7,7,6,14,0,8,4,10,3.14,8.75,0.0,51.0,3,4.52
1870,7,9,6,4,2,7,10,4,5,4,5,10,5,9,2,7,18.84,6.25,6.03,43.5,14,8.34
1871,3,8,5,6,4,8,7,3,8,5,6,8,2,8,6,8,15.700000000000001,10.0,5.36,33.0,24,7.5699999999999985
1872,3,8,4,6,3,7,7,8,4,10,6,8,3,8,3,7,12.56,5.0,5.36,84.0,15,6.809999999999999
1873,7,8,7,9,7,8,7,6,2,7,7,11,5,9,7,7,21.98,2.5,5.36,63.599999999999994,17,10.59
1874,4,6,5,4,3,10,7,3,6,10,3,6,3,7,4,10,15.700000000000001,7.5,4.0200000000000005,32.4,18,6.270000000000001
1875,4,6,6,6,5,6,7,2,5,7,7,9,3,9,8,8,18.84,6.25,4.0200000000000005,22.2,24,8.309999999999997
1876,4,9,4,6,2,1,13,5,3,12,10,6,0,8,2,6,12.56,3.75,6.03,53.7,6,6.84
1877,2,1,3,2,2,5,7,4,7,7,6,11,3,8,4,9,9.42,8.75,0.67,41.099999999999994,11,5.119999999999999
1878,3,5,4,6,4,8,7,7,3,8,6,9,2,9,3,8,12.56,3.75,3.35,72.89999999999999,17,6.909999999999998
1879,4,5,5,3,2,6,8,6,8,7,10,9,3,9,1,8,15.700000000000001,10.0,3.35,62.699999999999996,21,6.77
1880,3,4,4,6,2,1,12,5,6,11,11,9,0,8,2,6,12.56,7.5,2.68,52.2,6,6.43
1881,3,6,5,4,3,5,9,5,8,11,10,8,3,8,4,4,15.700000000000001,10.0,4.0200000000000005,52.8,5,7.159999999999998
1882,7,11,6,6,4,6,6,5,5,7,8,9,5,8,3,9,18.84,6.25,7.37,54.3,21,8.6
1883,5,10,6,8,3,8,8,6,10,5,6,6,0,8,9,7,18.84,12.5,6.7,64.19999999999999,19,8.559999999999999
1884,4,4,7,3,3,8,7,3,6,10,5,8,3,8,3,8,21.98,7.5,2.68,31.799999999999997,8,6.43
1885,4,9,5,6,3,5,12,8,4,7,2,9,3,7,6,11,15.700000000000001,5.0,6.03,84.3,18,7.58
1886,2,3,3,4,1,8,14,0,6,6,11,8,0,8,0,8,9.42,7.5,2.0100000000000002,0.8999999999999999,20,6.589999999999998
1887,3,5,5,4,2,8,11,1,7,5,11,9,2,12,3,8,15.700000000000001,8.75,3.35,11.7,25,8.459999999999999
1888,2,1,3,2,2,7,7,3,9,6,6,8,2,8,5,8,9.42,11.25,0.67,30.9,24,5.050000000000001
1889,3,1,4,2,1,7,7,11,1,7,9,8,7,6,0,8,12.56,1.25,0.67,112.49999999999999,13,5.16
1890,4,11,7,8,8,10,7,2,5,9,4,4,4,9,7,5,21.98,6.25,7.37,23.7,9,9.25
1891,1,0,2,1,0,7,7,2,10,8,6,8,0,8,6,8,6.28,12.5,0.0,20.4,26,4.119999999999999
1892,5,8,6,6,3,7,6,3,5,15,7,11,1,6,1,7,18.84,6.25,5.36,33.0,10,6.909999999999998
1893,8,11,12,9,10,6,7,3,7,10,8,9,5,8,5,7,37.68,8.75,7.37,33.9,8,11.299999999999997
1894,2,3,2,2,2,7,7,6,6,7,6,5,2,8,2,7,6.28,7.5,2.0100000000000002,62.099999999999994,4,4.300000000000001
1895,2,5,4,4,1,6,11,3,4,8,11,8,2,10,1,8,12.56,5.0,3.35,32.099999999999994,22,6.909999999999998
1896,5,6,6,8,5,8,7,6,3,7,7,12,3,8,6,8,18.84,3.75,4.0200000000000005,62.99999999999999,17,9.03
1897,4,4,4,6,2,8,5,14,5,6,13,8,3,9,0,8,12.56,6.25,2.68,143.99999999999997,21,6.919999999999998
1898,4,9,4,4,3,9,8,4,3,11,5,5,4,11,5,7,12.56,3.75,6.03,43.5,16,7.6800000000000015
1899,4,5,4,7,2,3,13,8,1,11,6,3,1,10,4,8,12.56,1.25,3.35,83.1,16,6.549999999999999
1900,1,1,2,1,0,8,9,4,2,7,13,8,2,10,0,8,6.28,2.5,0.67,41.099999999999994,22,5.5
1901,6,13,5,10,4,7,10,2,3,13,5,5,2,8,7,8,15.700000000000001,3.75,8.71,24.299999999999997,10,9.229999999999999
1902,3,2,4,4,2,6,8,7,8,9,8,13,1,9,4,10,12.56,10.0,1.34,71.99999999999999,3,6.699999999999999
1903,3,3,5,2,3,9,6,3,4,9,5,7,6,5,1,8,15.700000000000001,5.0,2.0100000000000002,31.499999999999996,13,5.08
1904,8,7,6,11,5,9,8,5,5,4,11,6,4,11,5,7,18.84,6.25,4.69,53.1,25,10.69
1905,8,12,5,6,3,8,7,6,5,9,4,7,5,9,5,8,15.700000000000001,6.25,8.040000000000001,64.8,15,8.709999999999997
1906,3,3,4,4,2,5,11,9,3,9,6,5,1,10,4,8,12.56,3.75,2.0100000000000002,92.7,16,5.9399999999999995
1907,3,6,4,4,1,7,5,13,5,7,13,8,3,9,0,8,12.56,6.25,4.0200000000000005,134.4,21,6.43
1908,4,5,5,3,2,4,11,2,7,11,10,5,1,11,2,5,15.700000000000001,8.75,3.35,21.9,25,6.670000000000002
1909,3,6,4,4,2,4,8,6,10,7,5,13,0,8,7,8,12.56,12.5,4.0200000000000005,62.99999999999999,5,6.6
1910,5,10,6,7,7,7,5,6,3,7,6,11,4,8,7,7,18.84,3.75,6.7,64.19999999999999,7,9.140000000000002
1911,3,2,4,4,4,7,7,5,6,7,6,6,2,8,6,10,12.56,7.5,1.34,51.6,2,5.91
1912,3,3,4,4,3,6,6,8,7,6,6,7,2,8,9,10,12.56,8.75,2.0100000000000002,82.5,2,6.17
1913,4,8,5,7,5,5,7,4,4,7,6,11,4,9,8,10,15.700000000000001,5.0,5.36,43.199999999999996,3,8.67
1914,4,9,5,7,5,7,7,8,4,7,6,8,3,8,3,8,15.700000000000001,5.0,6.03,84.3,15,7.65
1915,8,11,5,6,3,7,9,5,8,10,6,10,1,8,7,9,15.700000000000001,10.0,7.37,54.3,5,9.12
1916,4,7,7,5,3,10,6,1,8,10,3,7,2,8,3,9,21.98,10.0,4.69,12.299999999999999,24,6.710000000000001
1917,2,1,3,2,2,7,7,5,7,7,6,8,2,8,5,10,9.42,8.75,0.67,51.3,5,5.050000000000001
1918,5,9,5,6,3,2,12,4,3,11,12,8,3,10,1,7,15.700000000000001,3.75,6.03,43.5,22,8.410000000000002
1919,2,4,4,3,2,8,7,4,6,9,5,5,2,8,3,7,12.56,7.5,2.68,42.0,4,5.02
1920,7,12,5,6,4,8,7,4,4,10,5,9,3,9,8,11,15.700000000000001,5.0,8.040000000000001,44.4,5,9.319999999999999
1921,1,1,2,2,0,10,6,3,5,12,4,9,1,7,1,7,6.28,6.25,0.67,30.9,10,3.7399999999999998
1922,4,8,6,6,3,5,8,2,8,10,11,9,3,8,4,6,18.84,10.0,5.36,22.799999999999997,24,8.139999999999999
1923,7,15,7,8,8,6,8,3,6,9,6,7,8,5,8,6,21.98,7.5,10.05,35.099999999999994,2,10.410000000000002
1924,5,9,7,7,5,10,6,2,9,11,4,8,2,8,5,12,21.98,11.25,6.03,23.099999999999998,5,8.279999999999998
1925,3,10,3,8,2,0,2,3,6,1,0,8,0,8,0,8,9.42,7.5,6.7,33.599999999999994,12,3.4200000000000004
1926,9,15,8,8,4,9,2,4,5,12,4,13,2,7,6,8,25.12,6.25,10.05,45.3,12,9.69
1927,2,3,4,1,1,5,9,2,8,10,9,8,2,8,3,6,12.56,10.0,2.0100000000000002,21.299999999999997,24,5.339999999999998
1928,5,7,7,5,4,4,8,2,7,10,10,11,3,8,4,6,21.98,8.75,4.69,22.5,11,8.259999999999998
1929,2,4,3,3,2,9,6,4,5,10,4,5,2,8,2,8,9.42,6.25,2.68,42.0,4,4.57
1930,1,1,2,1,2,7,7,4,5,7,6,6,1,8,4,9,6.28,6.25,0.67,41.099999999999994,2,4.049999999999999
1931,2,5,3,3,2,6,8,7,7,8,7,13,1,9,4,10,9.42,8.75,3.35,72.89999999999999,3,6.489999999999998
1932,1,1,2,1,0,7,4,3,0,7,1,8,2,7,1,8,6.28,0.0,0.67,30.9,1,2.3000000000000003
1933,3,10,5,8,3,13,4,5,3,12,0,8,2,6,3,9,15.700000000000001,3.75,6.7,54.0,1,6.579999999999998
1934,5,9,5,7,4,7,7,8,5,10,7,8,3,8,3,8,15.700000000000001,6.25,6.03,84.3,15,7.829999999999998
1935,7,10,9,8,9,8,7,6,5,6,7,8,8,6,2,7,28.26,6.25,6.7,64.19999999999999,13,9.890000000000002
1936,5,10,6,8,7,9,8,3,5,7,6,7,7,7,6,9,18.84,6.25,6.7,33.599999999999994,2,9.59
1937,3,6,5,4,5,8,7,5,1,7,6,8,8,8,4,9,15.700000000000001,1.25,4.0200000000000005,52.8,15,7.559999999999999
1938,3,9,4,7,4,7,7,7,9,8,8,10,3,8,6,7,12.56,11.25,6.03,74.1,5,8.25
1939,3,6,3,4,1,0,1,6,6,0,1,5,0,8,0,8,9.42,7.5,4.0200000000000005,62.99999999999999,12,1.73
1940,6,7,6,5,5,5,11,3,2,9,8,7,6,12,2,6,18.84,2.5,4.69,32.699999999999996,23,9.000000000000002
1941,2,7,3,5,3,9,7,1,5,10,4,7,0,7,1,6,9.42,6.25,4.69,12.299999999999999,10,5.270000000000001
1942,5,11,7,8,4,5,8,5,2,7,8,8,8,10,0,8,21.98,2.5,7.37,54.3,23,9.030000000000001
1943,6,9,8,5,4,9,3,3,2,9,3,9,8,2,1,9,25.12,2.5,6.03,33.3,13,6.51
1944,3,7,5,5,6,8,7,4,3,6,6,7,7,8,8,8,15.700000000000001,3.75,4.69,42.9,8,8.309999999999999
1945,5,5,7,4,7,9,8,4,4,7,6,7,8,6,6,5,21.98,5.0,3.35,42.3,13,8.420000000000002
1946,3,6,4,4,2,7,8,8,7,7,7,8,3,8,4,8,12.56,8.75,4.0200000000000005,83.39999999999999,15,6.59
1947,6,9,8,7,5,10,6,4,9,11,3,6,3,8,3,9,25.12,11.25,6.03,43.5,4,7.969999999999997
1948,1,3,2,2,1,5,4,4,6,3,3,5,1,7,1,6,6.28,7.5,2.0100000000000002,41.699999999999996,12,2.2800000000000007
1949,2,7,3,5,1,7,6,0,8,14,7,10,0,8,1,8,9.42,10.0,4.69,2.1,9,5.57
1950,7,10,7,8,6,6,11,3,6,11,9,5,2,12,2,4,21.98,7.5,6.7,33.599999999999994,20,9.82
1951,1,0,1,0,0,8,8,3,0,7,8,8,3,9,0,8,3.14,0.0,0.0,30.599999999999998,23,4.100000000000001
1952,4,9,6,6,7,7,7,6,6,7,6,9,3,8,3,8,18.84,7.5,6.03,63.9,8,8.039999999999997
1953,3,4,3,6,2,3,7,6,10,7,6,14,0,8,7,8,9.42,12.5,2.68,62.4,5,6.460000000000001
1954,1,0,2,0,0,7,9,3,2,7,12,8,2,10,0,8,6.28,2.5,0.0,30.599999999999998,22,4.91
1955,4,8,5,6,2,8,7,5,8,5,6,8,0,8,9,8,15.700000000000001,10.0,5.36,53.4,19,7.68
1956,4,11,5,8,5,3,7,5,9,7,7,14,0,8,6,9,15.700000000000001,11.25,7.37,54.3,5,8.500000000000002
1957,3,5,4,7,2,7,7,4,14,10,6,8,0,8,8,8,12.56,17.5,3.35,42.3,26,6.83
1958,9,15,10,9,6,8,7,2,8,11,5,7,5,9,4,7,31.400000000000002,10.0,10.05,24.9,24,10.799999999999997
1959,4,11,5,8,3,8,9,0,7,14,5,6,1,9,1,8,15.700000000000001,8.75,7.37,3.3,10,7.51
1960,2,1,2,2,1,9,6,7,4,6,6,9,3,8,3,8,6.28,5.0,0.67,71.69999999999999,17,4.889999999999999
1961,2,2,3,3,2,8,7,6,6,7,6,8,6,8,3,7,9.42,7.5,1.34,61.8,8,5.669999999999998
1962,4,2,5,4,4,8,7,6,7,7,6,8,3,8,4,8,15.700000000000001,8.75,1.34,61.8,8,6.469999999999999
1963,5,9,5,6,6,7,5,11,0,7,8,8,7,5,1,9,15.700000000000001,0.0,6.03,114.89999999999999,13,7.390000000000001
1964,1,3,2,1,1,7,7,5,3,9,6,8,2,8,2,8,6.28,3.75,2.0100000000000002,51.9,15,4.280000000000001
1965,8,10,11,7,9,5,7,3,5,9,9,9,9,7,3,8,34.54,6.25,6.7,33.599999999999994,13,10.589999999999998
1966,1,4,2,2,1,7,8,5,8,6,6,9,1,8,7,7,6.28,10.0,2.68,52.2,26,5.5
1967,9,10,9,8,3,4,9,6,9,13,12,9,3,9,1,7,28.26,11.25,6.7,64.19999999999999,21,9.809999999999997
1968,6,11,9,8,6,6,7,2,9,11,6,9,2,8,5,8,28.26,11.25,7.37,23.7,5,9.23
1969,5,8,6,6,4,7,8,8,6,5,7,12,5,8,4,8,18.84,7.5,5.36,84.0,3,8.809999999999999
1970,3,8,5,6,5,11,11,2,2,5,8,7,7,12,1,7,15.700000000000001,2.5,5.36,22.799999999999997,23,9.59
1971,8,13,8,7,4,10,8,4,6,9,2,5,6,7,4,9,25.12,7.5,8.71,44.699999999999996,8,9.059999999999999
1972,3,7,3,5,3,8,6,12,2,7,8,8,3,9,0,8,9.42,2.5,4.69,124.49999999999999,8,6.41
1973,6,9,7,4,3,12,2,3,2,10,3,9,6,4,1,9,21.98,2.5,6.03,33.3,13,6.520000000000001
1974,3,5,5,4,2,7,12,4,3,12,4,1,1,10,3,8,15.700000000000001,3.75,3.35,42.3,16,5.8199999999999985
1975,6,9,9,7,6,6,13,7,2,12,5,2,1,11,4,8,28.26,2.5,6.03,74.1,16,8.979999999999999
1976,7,10,9,8,7,6,7,7,8,7,8,9,4,10,7,7,28.26,10.0,6.7,74.39999999999999,20,10.59
1977,3,6,5,4,4,7,8,3,5,6,6,9,3,8,8,8,15.700000000000001,6.25,4.0200000000000005,32.4,24,7.579999999999998
1978,6,10,6,6,4,10,7,3,5,11,4,5,3,9,6,9,18.84,6.25,6.7,33.599999999999994,6,8.349999999999998
1979,3,7,5,5,3,9,6,2,7,11,5,8,2,9,5,11,15.700000000000001,8.75,4.69,22.5,5,7.029999999999999
1980,4,6,5,7,5,8,8,5,7,7,5,8,3,9,9,8,15.700000000000001,8.75,4.0200000000000005,52.8,10,8.519999999999998
1981,3,7,6,5,4,12,3,2,2,9,2,8,4,5,2,8,18.84,2.5,4.69,22.5,1,5.890000000000001
1982,8,9,10,8,11,7,8,6,3,7,7,9,9,10,9,9,31.400000000000002,3.75,6.03,63.9,7,12.360000000000001
1983,4,10,5,8,5,4,10,4,5,11,9,5,1,10,3,7,15.700000000000001,6.25,6.7,43.8,16,8.109999999999996
1984,4,7,4,5,2,7,7,4,14,9,6,8,0,8,8,8,12.56,17.5,4.69,42.9,26,6.949999999999999
1985,4,4,4,6,1,7,7,4,4,7,6,8,3,8,4,8,12.56,5.0,2.68,42.0,24,6.34
1986,6,10,8,8,5,8,6,2,9,12,4,11,3,7,8,9,25.12,11.25,6.7,23.4,26,9.35
1987,4,7,4,5,2,6,7,6,6,10,8,9,2,9,4,9,12.56,7.5,4.69,63.3,7,7.049999999999999
1988,4,4,7,3,4,7,5,3,4,10,8,9,7,5,2,8,21.98,5.0,2.68,31.799999999999997,13,6.440000000000001
1989,3,6,5,4,4,10,5,3,5,10,4,7,2,8,4,10,15.700000000000001,6.25,4.0200000000000005,32.4,2,6.249999999999998
1990,4,8,5,6,4,6,11,3,7,8,11,8,2,12,1,7,15.700000000000001,8.75,5.36,33.0,20,8.809999999999999
1991,5,11,9,9,7,6,8,2,6,7,6,9,6,5,8,7,28.26,7.5,7.37,23.7,24,9.91
1992,2,1,3,2,2,7,7,5,5,7,6,8,3,8,2,8,9.42,6.25,0.67,51.3,8,4.720000000000001
1993,5,8,8,6,3,7,11,3,7,14,5,2,0,9,3,8,25.12,8.75,5.36,33.0,16,7.1999999999999975
1994,6,8,8,9,7,8,9,5,5,7,7,9,4,6,9,6,25.12,6.25,5.36,53.4,10,10.27
1995,2,1,2,1,1,8,6,10,0,6,9,8,6,6,0,8,6.28,0.0,0.67,102.3,13,4.4399999999999995
1996,4,8,4,9,5,8,8,6,2,6,8,11,3,9,6,7,12.56,2.5,5.36,63.599999999999994,17,9.36
1997,5,10,7,8,4,10,2,6,5,15,5,13,0,7,0,7,21.98,6.25,6.7,64.19999999999999,10,7.43
1998,5,8,7,10,7,10,5,4,4,8,3,6,3,5,8,8,21.98,5.0,5.36,43.199999999999996,26,8.289999999999997
1999,4,7,6,5,4,8,8,2,6,13,5,6,2,10,2,8,18.84,7.5,4.69,22.5,6,7.09
2000,6,11,7,9,3,7,7,15,2,4,6,8,6,8,0,8,21.98,2.5,7.37,156.3,14,8.46
2001,2,7,3,4,2,5,10,8,4,7,4,9,3,7,5,11,9.42,5.0,4.69,83.69999999999999,18,6.1
2002,9,10,9,8,5,5,7,6,9,9,8,9,5,11,5,2,28.26,11.25,6.7,64.19999999999999,21,10.49
2003,5,5,5,7,3,7,8,15,1,7,5,8,3,8,0,8,15.700000000000001,1.25,3.35,154.5,8,6.6
2004,3,5,4,8,2,0,12,4,6,12,12,9,0,8,2,6,12.56,7.5,3.35,42.3,6,6.85
2005,7,14,8,8,5,9,6,3,5,11,3,7,5,7,4,8,25.12,6.25,9.38,34.8,11,9.12
2006,5,9,7,7,4,10,8,5,2,6,8,8,9,10,0,8,21.98,2.5,6.03,53.7,23,9.54
2007,3,8,5,6,1,6,8,4,3,8,14,8,3,10,0,8,15.700000000000001,3.75,5.36,43.199999999999996,22,7.809999999999999
2008,2,2,3,3,2,8,7,6,6,7,6,7,3,8,3,7,9.42,7.5,1.34,61.8,8,5.17
2009,3,4,4,3,1,5,13,3,6,12,9,4,1,11,1,5,12.56,7.5,2.68,31.799999999999997,20,6.169999999999998
2010,2,4,3,3,2,7,7,8,5,7,6,8,2,8,3,8,9.42,6.25,2.68,82.8,15,5.289999999999999
2011,3,5,4,6,5,8,10,6,4,7,7,6,4,10,6,3,12.56,5.0,3.35,62.699999999999996,25,8.15
2012,2,4,4,3,2,7,7,2,7,11,6,8,2,8,4,9,12.56,8.75,2.68,21.599999999999998,5,5.58
2013,4,9,5,7,3,3,7,6,11,7,6,15,0,8,7,7,15.700000000000001,13.75,6.03,63.9,5,7.970000000000001
2014,4,10,6,8,6,6,7,2,6,7,7,9,3,7,6,8,18.84,7.5,6.7,23.4,24,8.6
2015,3,7,5,5,4,7,7,8,5,7,5,7,3,7,3,8,15.700000000000001,6.25,4.69,83.69999999999999,14,6.33
2016,3,7,3,5,3,3,8,5,8,7,7,13,0,8,6,9,9.42,10.0,4.69,53.1,5,6.859999999999999
2017,3,2,6,4,3,8,1,2,2,7,2,8,2,7,3,7,18.84,2.5,1.34,21.0,1,4.25
2018,3,7,3,5,4,7,7,8,5,7,6,7,2,8,7,9,9.42,6.25,4.69,83.69999999999999,2,6.860000000000001
2019,4,9,5,7,6,7,8,6,6,8,7,5,3,8,3,7,15.700000000000001,7.5,6.03,63.9,4,7.679999999999998
2020,5,8,8,6,6,8,8,5,6,10,6,5,5,9,4,10,25.12,7.5,5.36,53.4,4,8.559999999999997
2021,4,7,6,5,6,7,9,6,3,7,6,8,5,9,5,8,18.84,3.75,4.69,63.3,13,8.419999999999998
2022,3,6,5,4,3,8,5,3,0,7,1,8,2,6,1,8,15.700000000000001,0.0,4.0200000000000005,32.4,1,4.6800000000000015
2023,4,10,6,7,7,7,8,5,5,6,7,9,6,8,8,6,18.84,6.25,6.7,54.0,20,9.75
2024,4,5,5,4,2,5,8,6,8,8,10,10,3,9,1,7,15.700000000000001,10.0,3.35,62.699999999999996,21,6.9
2025,2,7,3,5,1,7,7,3,12,9,6,8,0,8,8,8,9.42,15.0,4.69,32.699999999999996,26,6.359999999999999
2026,7,7,7,5,4,3,10,1,8,11,10,6,1,9,2,4,21.98,10.0,4.69,12.299999999999999,25,7.699999999999999
2027,5,9,7,7,4,8,7,2,10,12,5,9,1,8,6,9,21.98,12.5,6.03,23.099999999999998,26,8.319999999999999
2028,2,5,3,4,2,4,4,4,8,2,1,7,0,7,1,6,9.42,10.0,3.35,42.3,12,2.97
2029,2,3,4,2,2,7,10,5,3,10,4,3,1,10,3,8,12.56,3.75,2.0100000000000002,51.9,16,4.899999999999999
2030,4,10,6,7,9,10,8,4,4,5,8,8,9,8,8,6,18.84,5.0,6.7,43.8,21,10.86
2031,3,6,3,4,2,3,8,6,10,7,5,14,0,8,7,7,9.42,12.5,4.0200000000000005,62.99999999999999,5,6.4399999999999995
2032,7,12,6,6,2,5,11,3,7,12,8,4,2,9,4,3,18.84,8.75,8.040000000000001,34.199999999999996,20,8.429999999999998
2033,8,9,8,6,7,3,10,2,3,10,9,8,7,11,2,6,25.12,3.75,6.03,23.099999999999998,23,10.010000000000002
2034,3,3,4,5,2,4,11,9,2,10,6,4,1,10,4,8,12.56,2.5,2.0100000000000002,92.7,16,5.790000000000001
2035,3,1,3,3,2,7,9,5,4,7,6,7,4,8,1,7,9.42,5.0,0.67,51.3,14,5.200000000000001
2036,8,12,9,6,5,3,8,5,6,4,2,11,8,8,2,8,28.26,7.5,8.040000000000001,54.6,13,8.890000000000002
2037,1,0,2,0,1,8,7,5,5,6,6,9,1,8,5,10,6.28,6.25,0.0,51.0,7,4.369999999999999
2038,4,8,5,6,4,7,7,13,1,6,6,8,5,8,0,8,15.700000000000001,1.25,5.36,135.0,14,7.029999999999998
2039,5,10,7,8,6,7,11,3,7,7,11,8,2,12,1,8,21.98,8.75,6.7,33.599999999999994,20,10.23
2040,7,10,10,8,6,10,5,2,5,9,4,7,8,6,2,9,31.400000000000002,6.25,6.7,23.4,13,9.03
2041,3,10,5,7,1,7,15,1,6,7,11,8,0,8,0,8,15.700000000000001,7.5,6.7,13.2,20,8.4
